,Customer Number,Campaign Period Sales,Historical Sales Volume,Number of Prior Year Transactions,Do Not Direct Mail Solicit,Do Not Email,Do Not Telemarket,Years of Membership,Repurchase Method_AUTO RENEW,Repurchase Method_NOTICE,Repurchase Method_PAYMENT PLAN,Last Transaction Channel_AUTO RENEW,Last Transaction Channel_BILLING,Last Transaction Channel_BRANCH (PHONE),Last Transaction Channel_BRANCH (POS),Last Transaction Channel_IT,Last Transaction Channel_MAIL,Last Transaction Channel_PHONE,Last Transaction Channel_UNKNOWN,Last Transaction Channel_WEB,Desk_Y,Executive Chair_Y,Standard Chair_Y,Monitor_Y,Printer_Y,Computer_Y,Insurance_Y,Toner_Y,Office Supplies_Y,Number of Employees_Large,Number of Employees_Medium,Number of Employees_Small,Number of Employees_UNKNOWN,LANG_English,LANG_Non-English,LANG_UNKNOWN
56,404852.0,125.77066666666667,168910.00533333333,17.0,0.0,0.0,0.0,45,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1
57,407095.0,195.59428571428575,404880.17142857146,24.0,0.0,0.0,0.0,26,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0
58,408612.0,0.0,70817.24,30.0,0.0,0.0,0.0,37,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0
59,413883.0,2047.1499999999999,380769.89999999997,6.0,1.0,0.0,1.0,11,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
60,420762.0,357.65714285714284,572966.7428571428,18.0,0.0,0.0,0.0,26,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0
61,427079.0,0.0,173556.24000000005,18.0,0.0,0.0,0.0,31,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0
62,435680.0,179.58095238095237,20831.390476190474,4.0,0.0,0.0,0.0,26,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0
63,456530.0,375.81142857142856,876016.44,21.0,0.0,0.0,0.0,26,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0
64,456634.0,2411.8333333333335,270125.3333333334,22.0,0.0,1.0,0.0,6,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
65,457645.0,170.47619047619048,26253.333333333336,14.0,0.0,0.0,0.0,50,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0
66,463477.0,0.0,1520057.7600000002,30.0,0.0,0.0,0.0,42,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0
67,465038.0,0.0,344148.48,18.0,0.0,0.0,0.0,43,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0
68,469927.0,0.0,289807.54285714286,12.0,0.0,0.0,0.0,37,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0
69,473854.0,409.76000000000005,86049.6,21.0,0.0,0.0,0.0,45,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0
70,475838.0,0.0,24411.333333333336,5.0,0.0,0.0,0.0,31,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1
71,479595.0,0.0,95870.0,6.0,0.0,0.0,0.0,25,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
72,481829.0,0.0,130069.33333333334,20.0,0.0,0.0,0.0,33,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0
73,483018.0,0.0,459523.67999999993,18.0,0.0,0.0,0.0,34,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0
74,488200.0,621.8000000000001,790929.6000000001,24.0,0.0,1.0,0.0,46,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0
75,489757.0,0.0,142550.81904761904,13.0,0.0,1.0,0.0,7,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0
76,491442.0,0.0,287335.36,17.0,0.0,0.0,0.0,38,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0
77,500723.0,0.0,231278.40000000002,9.0,0.0,0.0,0.0,30,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0
78,501379.0,0.0,238402.56,17.0,0.0,0.0,0.0,29,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0
79,502922.0,159.904,240495.61599999998,16.0,0.0,0.0,0.0,28,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,1,0,0
80,505260.0,321.5333333333333,360760.39999999997,11.0,1.0,1.0,1.0,28,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0
81,505881.0,0.0,92325.0,1.0,0.0,1.0,0.0,33,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
82,508609.0,0.0,291845.5466666667,22.0,0.0,0.0,0.0,28,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0
83,513593.0,689.4666666666667,2275240.0,22.0,0.0,1.0,0.0,4,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0
84,515003.0,180.9142857142857,290367.4285714286,15.0,0.0,0.0,0.0,48,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0
85,515885.0,0.0,486963.3600000001,18.0,0.0,0.0,0.0,38,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0
86,517569.0,0.0,1561308.4031999998,21.0,0.0,0.0,0.0,29,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0
87,522869.0,211.13333333333333,452247.6,17.0,0.0,0.0,0.0,37,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,1,0,0
88,525403.0,327.23809523809524,36650.666666666664,8.0,0.0,1.0,0.0,13,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0
89,525537.0,2099.5,680238.0,6.0,0.0,1.0,0.0,45,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1
90,530705.0,261.92380952380955,766389.0666666668,22.0,0.0,0.0,0.0,27,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,0,0
91,533054.0,0.0,1203408.0,20.0,0.0,0.0,0.0,35,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0
92,533623.0,2832.6666666666665,232278.66666666666,34.0,0.0,0.0,0.0,26,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1
93,538234.0,0.0,244613.6,19.0,0.0,0.0,0.0,30,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0
94,544783.0,643.4566666666667,1415604.6666666667,20.0,0.0,0.0,0.0,26,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0
95,547834.0,0.0,542792.0,8.0,0.0,0.0,0.0,29,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
96,547914.0,235.8666666666667,96233.60000000002,17.0,0.0,1.0,0.0,39,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0
97,548844.0,0.0,2683729.4166666665,19.0,0.0,0.0,0.0,29,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
98,552441.0,0.0,483258.5142857143,8.0,0.0,1.0,0.0,25,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0
99,554226.0,0.0,409633.71428571426,18.0,1.0,1.0,1.0,37,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0
100,554977.0,0.0,1760491.2000000002,24.0,1.0,1.0,1.0,35,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0
101,559402.0,0.0,141313.2190476191,5.0,0.0,0.0,0.0,24,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0
102,560626.0,3455.5,653089.5,3.0,0.0,1.0,0.0,41,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
103,577927.0,297.67619047619047,253322.4380952381,23.0,0.0,0.0,0.0,40,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0
104,580760.0,0.0,106833.28000000001,6.0,0.0,0.0,0.0,30,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0
105,580809.0,0.0,101160.2176,8.0,0.0,0.0,0.0,23,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0
106,583531.0,188.11428571428573,485334.8571428572,20.0,0.0,0.0,0.0,45,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0
107,588242.0,0.0,1223666.8800000001,19.0,0.0,0.0,0.0,24,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0
108,590600.0,0.0,817190.8800000001,22.0,0.0,0.0,0.0,24,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0
109,591403.0,0.0,563805.1466666667,22.0,0.0,0.0,0.0,41,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,0,0
110,596674.0,0.0,3305316.8000000003,12.0,0.0,0.0,0.0,28,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0
111,598464.0,0.0,544643.7333333334,20.0,0.0,1.0,0.0,28,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0
112,599293.0,265.81666666666666,50505.166666666664,5.0,0.0,0.0,0.0,31,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
113,600098.0,0.0,253409.93333333335,22.0,0.0,0.0,0.0,32,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0
114,600423.0,0.0,493349.60000000003,24.0,0.0,0.0,0.0,13,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0
115,610062.0,218.14000000000001,317611.84,14.0,0.0,0.0,0.0,27,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0
116,610331.0,0.0,230601.6,20.0,0.0,0.0,0.0,31,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0
117,613173.0,0.0,182160.0,12.0,0.0,0.0,0.0,29,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0
118,617633.0,3529.2833333333338,359986.9,24.0,0.0,0.0,0.0,3,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
119,617710.0,0.0,477741.3333333334,20.0,0.0,0.0,0.0,24,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0
120,618112.0,272.5714285714286,372060.00000000006,13.0,1.0,1.0,1.0,20,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0
121,623968.0,4306.900000000001,1266228.6,43.0,0.0,1.0,0.0,26,1,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,1
122,626325.0,0.0,62081.36,22.0,0.0,0.0,0.0,34,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0
123,634463.0,2695.6666666666665,2992189.9999999995,10.0,1.0,1.0,1.0,29,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1
124,652288.0,0.0,246031.9085714286,20.0,0.0,0.0,0.0,15,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,1,0,0
125,655178.0,0.0,64707.41333333332,13.0,0.0,0.0,0.0,67,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0
126,657664.0,341.56571428571436,145848.56000000003,7.0,0.0,0.0,0.0,16,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0
127,659887.0,256.15238095238095,369884.0380952381,19.0,0.0,0.0,0.0,48,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0
128,660147.0,0.0,236688.47999999998,14.0,0.0,0.0,0.0,33,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0
129,660762.0,0.0,186198.48000000004,9.0,0.0,0.0,0.0,30,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0
130,664473.0,372.70133333333337,798326.256,21.0,0.0,0.0,0.0,50,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0
131,678958.0,0.0,915618.3771428573,20.0,0.0,0.0,0.0,6,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0
132,681237.0,0.0,442626.80000000005,15.0,0.0,0.0,0.0,10,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0
133,684628.0,0.0,708728.0571428572,17.0,0.0,1.0,0.0,27,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0
134,685272.0,0.0,766021.9542857143,13.0,0.0,0.0,0.0,30,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0
135,686055.0,0.0,2301309.2666666666,17.0,0.0,0.0,0.0,32,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0
136,687498.0,0.0,2910166.35,7.0,0.0,0.0,0.0,29,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
137,687996.0,0.0,819689.52,6.0,0.0,1.0,0.0,34,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1
138,688068.0,580.6666666666666,1097460.0,21.0,0.0,0.0,0.0,40,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0
139,688257.0,0.0,878075.5000000001,17.0,0.0,0.0,0.0,31,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0
